"ENSP","cluster_membership","cluster_size","n.mut.all","n.rare.funcl","n.comm.funcl","n.rare.nonfuncl","n.comm.nonfuncl"
"ENSP00000450456",2,66,32,23,1,8,0
"ENSP00000450456",3,24,2,2,0,0,0
"ENSP00000450456",4,13,8,5,0,3,0
"ENSP00000450527",1,92,28,17,2,7,2
"ENSP00000450527",2,20,8,7,0,1,0
"ENSP00000450580",1,127,53,37,0,16,0
"ENSP00000450580",2,20,10,8,0,2,0
"ENSP00000450731",1,103,38,22,1,14,1
"ENSP00000450731",2,91,31,24,0,6,1
"ENSP00000450731",3,38,21,13,0,7,1
"ENSP00000450749",1,144,49,33,0,15,1
"ENSP00000450749",2,58,16,10,0,6,0
"ENSP00000450749",3,36,8,6,0,2,0
"ENSP00000450749",4,35,10,4,0,4,2
"ENSP00000450749",5,27,7,3,0,4,0
"ENSP00000450749",6,25,4,3,0,1,0
"ENSP00000450849",1,80,31,17,1,13,0
"ENSP00000450849",2,26,5,3,0,2,0
"ENSP00000450849",3,18,12,7,2,3,0
"ENSP00000450856",1,168,59,43,0,16,0
"ENSP00000450856",2,25,7,3,0,4,0
"ENSP00000450873",1,99,35,28,0,7,0
"ENSP00000450873",2,30,8,5,2,1,0
"ENSP00000450899",1,135,59,42,1,16,0
"ENSP00000450899",2,67,27,22,0,4,1
"ENSP00000450899",3,66,17,11,2,4,0
"ENSP00000450899",4,45,15,9,0,6,0
"ENSP00000450899",5,45,21,13,1,7,0
"ENSP00000450899",6,24,10,6,0,4,0
"ENSP00000450899",7,17,1,1,0,0,0
"ENSP00000450958",1,55,19,6,0,11,2
"ENSP00000450958",2,49,12,6,0,6,0
"ENSP00000450958",3,38,19,12,0,5,2
"ENSP00000450958",4,37,7,6,0,0,1
"ENSP00000450958",5,20,2,2,0,0,0
"ENSP00000450958",6,19,1,1,0,0,0
"ENSP00000450958",7,15,4,2,0,2,0
"ENSP00000450964",1,4,2,1,0,1,0
"ENSP00000450964",2,3,0,0,0,0,0
"ENSP00000450964",3,3,0,0,0,0,0
"ENSP00000450964",4,3,0,0,0,0,0
"ENSP00000450964",5,2,0,0,0,0,0
"ENSP00000450964",6,2,0,0,0,0,0
"ENSP00000450964",7,2,0,0,0,0,0
"ENSP00000450964",8,2,0,0,0,0,0
"ENSP00000450964",9,2,0,0,0,0,0
"ENSP00000450964",10,2,0,0,0,0,0
"ENSP00000450964",11,2,0,0,0,0,0
"ENSP00000450964",12,2,0,0,0,0,0
"ENSP00000450964",13,2,0,0,0,0,0
"ENSP00000450964",14,2,0,0,0,0,0
"ENSP00000450964",15,2,0,0,0,0,0
"ENSP00000450964",16,1,0,0,0,0,0
"ENSP00000450964",17,1,0,0,0,0,0
"ENSP00000450964",18,1,0,0,0,0,0
"ENSP00000450964",19,1,0,0,0,0,0
"ENSP00000450964",20,1,0,0,0,0,0
"ENSP00000451080",1,43,7,1,0,6,0
"ENSP00000451080",2,26,6,0,0,6,0
"ENSP00000451080",3,22,1,0,0,1,0
"ENSP00000451080",4,13,2,0,0,2,0
"ENSP00000451129",1,154,28,10,0,16,2
"ENSP00000451129",2,79,26,15,0,10,1
"ENSP00000451129",3,66,23,14,1,8,0
"ENSP00000451129",4,66,15,7,0,7,1
"ENSP00000451129",5,56,17,12,1,4,0
"ENSP00000451129",6,53,12,6,0,6,0
"ENSP00000451129",7,50,18,15,0,3,0
"ENSP00000451129",8,47,17,11,0,5,1
"ENSP00000451229",1,162,34,23,1,7,3
"ENSP00000451229",2,55,6,6,0,0,0
"ENSP00000451792",1,87,29,18,0,10,1
"ENSP00000451792",2,83,26,16,1,7,2
"ENSP00000451792",3,51,21,15,2,4,0
"ENSP00000451792",4,31,9,6,0,3,0
"ENSP00000451792",5,28,11,8,0,3,0
"ENSP00000451812",1,45,12,8,0,4,0
"ENSP00000451812",2,30,11,4,0,6,1
"ENSP00000451812",3,23,5,4,0,1,0
"ENSP00000451812",4,18,8,6,0,2,0
"ENSP00000451852",1,145,22,12,0,10,0
"ENSP00000451852",2,15,0,0,0,0,0
"ENSP00000451857",1,208,81,52,2,24,3
"ENSP00000451857",2,142,51,39,0,11,1
"ENSP00000451857",3,110,41,33,0,7,1
"ENSP00000451857",4,59,15,7,1,6,1
"ENSP00000451920",1,49,21,15,0,6,0
"ENSP00000451920",2,32,15,7,0,8,0
"ENSP00000451920",3,32,8,5,0,3,0
"ENSP00000451920",4,20,5,3,0,2,0
"ENSP00000451920",5,17,3,1,0,2,0
"ENSP00000451932",1,114,41,29,0,12,0
"ENSP00000451932",2,84,32,19,0,13,0
"ENSP00000451932",3,38,13,8,0,5,0
"ENSP00000451932",4,30,12,8,0,4,0
"ENSP00000451932",5,26,12,9,0,3,0
"ENSP00000451976",1,40,18,8,1,9,0
"ENSP00000451976",2,35,19,14,0,5,0
"ENSP00000451976",3,33,12,8,0,4,0
"ENSP00000451976",4,32,10,9,0,1,0
"ENSP00000451976",5,28,15,10,0,5,0
"ENSP00000451976",6,27,14,11,1,2,0
"ENSP00000451976",7,22,11,8,1,2,0
"ENSP00000452007",1,111,45,24,0,21,0
"ENSP00000452007",2,43,10,6,0,4,0
"ENSP00000452037",1,42,8,5,0,3,0
"ENSP00000452037",2,35,9,6,0,3,0
"ENSP00000452037",3,25,5,4,0,1,0
"ENSP00000452037",4,25,6,4,0,2,0
"ENSP00000452037",5,24,6,2,0,4,0
"ENSP00000452037",6,21,6,5,0,1,0
"ENSP00000452037",7,18,3,3,0,0,0
"ENSP00000452085",1,55,19,14,0,5,0
"ENSP00000452085",2,53,24,17,2,5,0
"ENSP00000452085",3,40,14,12,0,2,0
"ENSP00000452085",4,31,11,7,0,4,0
"ENSP00000452126",1,104,48,25,0,20,3
"ENSP00000452126",2,82,35,14,1,19,1
"ENSP00000452126",3,78,33,18,0,13,2
"ENSP00000452126",4,68,38,19,1,18,0
"ENSP00000452126",5,48,22,16,0,5,1
"ENSP00000452126",6,46,18,12,1,5,0
"ENSP00000452126",7,32,23,13,1,7,2
"ENSP00000452193",1,70,30,24,0,6,0
"ENSP00000452193",2,14,8,5,0,2,1
"ENSP00000452193",3,9,3,3,0,0,0
"ENSP00000452277",1,282,167,121,6,36,4
"ENSP00000452277",2,27,13,5,3,5,0
"ENSP00000452398",1,72,28,17,0,11,0
"ENSP00000452398",2,71,26,17,2,7,0
"ENSP00000452398",3,46,17,9,1,6,1
"ENSP00000452398",4,15,9,3,0,6,0
"ENSP00000452401",1,46,16,9,0,6,1
"ENSP00000452401",2,28,7,4,0,2,1
"ENSP00000452401",3,23,8,8,0,0,0
"ENSP00000452401",4,17,8,3,0,5,0
"ENSP00000452401",5,16,6,4,1,1,0
"ENSP00000452401",6,15,3,0,0,3,0
"ENSP00000452454",1,74,23,16,0,6,1
"ENSP00000452454",2,66,14,8,0,6,0
"ENSP00000452454",3,63,17,6,0,11,0
"ENSP00000452454",4,42,7,3,0,4,0
"ENSP00000452454",5,39,7,3,0,4,0
"ENSP00000452454",6,26,5,2,0,3,0
"ENSP00000452454",7,26,9,6,0,3,0
"ENSP00000452454",8,22,8,4,0,4,0
"ENSP00000452454",9,18,6,4,0,2,0
"ENSP00000452603",1,117,30,14,0,16,0
"ENSP00000452603",2,71,17,9,0,6,2
"ENSP00000452603",3,37,5,0,0,4,1
"ENSP00000452603",4,27,11,6,0,4,1
"ENSP00000452697",1,145,58,39,0,19,0
"ENSP00000452697",2,40,5,3,0,2,0
"ENSP00000452762",1,151,48,29,0,19,0
"ENSP00000452762",2,72,25,16,1,8,0
"ENSP00000452762",3,57,17,13,1,3,0
"ENSP00000452762",4,53,18,10,0,8,0
"ENSP00000452763",1,77,35,23,2,8,2
"ENSP00000452763",2,30,7,2,2,2,1
"ENSP00000452763",3,27,11,7,0,4,0
"ENSP00000452763",4,23,11,4,0,7,0
"ENSP00000452763",5,13,2,1,0,1,0
"ENSP00000453089",1,73,35,23,0,12,0
"ENSP00000453089",2,66,24,8,0,16,0
"ENSP00000453089",3,59,10,5,0,5,0
"ENSP00000453089",4,51,5,4,0,1,0
"ENSP00000453089",5,27,9,4,2,3,0
"ENSP00000453129",1,52,22,15,1,6,0
"ENSP00000453129",2,52,30,20,0,9,1
"ENSP00000453129",3,50,17,12,0,5,0
"ENSP00000453129",4,47,20,12,0,7,1
"ENSP00000453129",5,42,20,15,0,5,0
"ENSP00000453129",6,42,13,9,0,4,0
"ENSP00000453129",7,35,16,14,0,2,0
"ENSP00000453129",8,34,17,10,0,7,0
"ENSP00000453129",9,24,8,7,0,1,0
"ENSP00000453129",10,22,9,5,0,4,0
"ENSP00000453129",11,17,8,7,0,1,0
"ENSP00000453129",12,17,10,7,0,3,0
"ENSP00000453129",13,13,7,6,0,1,0
"ENSP00000453129",14,11,4,4,0,0,0
"ENSP00000453223",1,164,62,50,1,11,0
"ENSP00000453223",2,41,19,13,0,4,2
"ENSP00000453302",1,129,55,32,1,20,2
"ENSP00000453302",2,126,64,38,1,24,1
"ENSP00000453302",3,88,37,18,0,16,3
"ENSP00000453302",4,74,28,19,1,8,0
"ENSP00000453302",5,70,24,13,2,8,1
"ENSP00000453302",6,53,17,12,2,3,0
"ENSP00000453302",7,52,18,8,5,5,0
"ENSP00000453302",8,52,28,16,0,11,1
"ENSP00000453302",9,48,24,17,1,6,0
"ENSP00000453302",10,46,27,18,0,9,0
"ENSP00000453302",11,45,27,16,1,9,1
"ENSP00000453302",12,41,22,13,0,9,0
"ENSP00000453399",1,128,17,7,1,9,0
"ENSP00000453399",2,111,15,6,1,6,2
"ENSP00000453399",3,57,6,5,0,1,0
"ENSP00000453399",4,54,11,8,0,3,0
"ENSP00000453764",1,75,20,16,0,4,0
"ENSP00000453764",2,17,6,4,0,2,0
"ENSP00000453764",3,8,5,4,0,1,0
"ENSP00000453911",1,32,3,2,1,0,0
"ENSP00000453911",2,30,8,4,2,2,0
"ENSP00000453911",3,19,2,2,0,0,0
"ENSP00000453911",4,16,2,1,0,1,0
"ENSP00000454038",1,106,35,21,1,12,1
"ENSP00000454038",2,70,32,23,0,9,0
"ENSP00000454038",3,67,30,22,0,7,1
"ENSP00000454038",4,67,29,18,1,10,0
"ENSP00000454038",5,52,23,17,0,6,0
"ENSP00000454038",6,41,16,12,0,3,1
"ENSP00000454038",7,24,7,5,0,2,0
"ENSP00000454153",1,113,15,7,0,7,1
"ENSP00000454153",2,25,3,2,0,1,0
"ENSP00000454237",1,131,39,24,1,14,0
"ENSP00000454237",2,40,11,8,1,1,1
"ENSP00000454261",1,78,18,7,1,10,0
"ENSP00000454261",2,30,8,5,0,3,0
"ENSP00000454261",3,15,3,3,0,0,0
"ENSP00000454264",1,142,56,37,0,18,1
"ENSP00000454264",2,99,40,30,1,9,0
"ENSP00000454264",3,87,35,17,0,18,0
"ENSP00000454264",4,76,15,11,0,3,1
"ENSP00000454264",5,67,19,10,0,8,1
"ENSP00000454264",6,51,12,8,0,4,0
"ENSP00000454264",7,41,15,7,0,8,0
"ENSP00000454264",8,41,8,3,0,5,0
"ENSP00000454264",9,35,5,2,1,2,0
"ENSP00000454283",1,161,53,38,0,14,1
"ENSP00000454283",2,50,13,7,0,6,0
"ENSP00000454380",1,74,10,4,1,4,1
"ENSP00000454380",2,49,24,15,0,9,0
"ENSP00000454380",3,44,20,18,0,2,0
"ENSP00000454380",4,29,9,6,0,3,0
"ENSP00000454380",5,23,12,8,0,4,0
"ENSP00000454380",6,16,8,6,0,1,1
"ENSP00000454404",1,108,44,27,1,16,0
"ENSP00000454404",2,36,20,12,0,8,0
"ENSP00000454411",1,3,1,0,0,1,0
"ENSP00000454411",2,3,0,0,0,0,0
"ENSP00000454411",3,3,1,0,0,1,0
"ENSP00000454411",4,2,1,0,0,1,0
"ENSP00000454411",5,2,1,0,0,1,0
"ENSP00000454411",6,2,0,0,0,0,0
"ENSP00000454411",7,2,1,1,0,0,0
"ENSP00000454411",8,2,1,1,0,0,0
"ENSP00000454411",9,2,0,0,0,0,0
"ENSP00000454411",10,2,0,0,0,0,0
"ENSP00000454411",11,2,1,0,0,1,0
"ENSP00000454411",12,2,0,0,0,0,0
"ENSP00000454411",13,2,0,0,0,0,0
"ENSP00000454411",14,2,1,1,0,0,0
"ENSP00000454411",15,1,0,0,0,0,0
"ENSP00000454411",16,1,0,0,0,0,0
"ENSP00000454411",17,1,0,0,0,0,0
"ENSP00000454411",18,1,0,0,0,0,0
"ENSP00000454411",19,1,0,0,0,0,0
"ENSP00000454411",20,1,0,0,0,0,0
"ENSP00000454437",1,46,20,11,1,7,1
"ENSP00000454437",2,30,15,6,2,7,0
"ENSP00000454437",3,27,14,7,2,4,1
"ENSP00000454437",4,26,9,3,1,3,2
"ENSP00000454437",5,22,15,8,1,6,0
"ENSP00000454437",6,16,8,7,1,0,0
"ENSP00000454437",7,10,1,1,0,0,0
"ENSP00000454500",1,40,17,12,1,4,0
"ENSP00000454500",2,37,21,17,0,4,0
"ENSP00000454500",3,36,18,12,0,5,1
"ENSP00000454500",4,24,15,12,0,3,0
"ENSP00000454500",5,19,11,10,0,1,0
"ENSP00000454518",1,260,2,1,0,0,1
"ENSP00000454518",2,41,2,1,0,0,1
"ENSP00000454565",1,33,17,11,0,6,0
"ENSP00000454565",2,29,7,6,1,0,0
"ENSP00000454565",3,25,0,0,0,0,0
"ENSP00000454565",4,25,12,8,0,4,0
"ENSP00000454591",1,64,7,5,0,2,0
"ENSP00000454591",2,64,9,7,0,2,0
"ENSP00000454591",3,44,7,3,0,3,1
"ENSP00000454591",4,42,7,5,0,2,0
"ENSP00000454591",5,41,2,1,0,1,0
"ENSP00000454591",6,37,6,3,1,2,0
"ENSP00000454591",7,33,3,1,0,2,0
"ENSP00000454591",8,31,5,5,0,0,0
"ENSP00000454699",1,63,18,6,2,9,1
"ENSP00000454699",2,62,19,11,0,8,0
"ENSP00000454699",3,51,10,7,0,3,0
"ENSP00000454699",4,46,16,12,0,4,0
"ENSP00000454699",5,39,12,9,0,3,0
"ENSP00000454770",1,188,39,24,3,12,0
"ENSP00000454770",2,63,9,4,1,3,1
"ENSP00000454783",1,253,81,49,0,29,3
"ENSP00000454783",2,189,71,38,1,31,1
"ENSP00000454783",3,38,10,5,0,5,0
"ENSP00000454786",1,87,25,14,0,11,0
"ENSP00000454786",2,65,19,9,0,9,1
"ENSP00000454786",3,47,14,7,0,7,0
"ENSP00000454786",4,43,14,9,0,5,0
"ENSP00000454786",5,32,0,0,0,0,0
"ENSP00000454786",6,19,5,5,0,0,0
"ENSP00000454791",1,304,92,55,5,31,1
"ENSP00000454791",2,289,121,76,4,40,1
"ENSP00000454791",3,106,40,27,0,12,1
"ENSP00000454791",4,54,8,2,1,5,0
"ENSP00000454791",5,53,29,19,0,9,1
"ENSP00000454913",1,181,16,11,1,3,1
"ENSP00000454913",2,49,12,8,2,0,2
"ENSP00000454926",1,67,4,2,1,1,0
"ENSP00000454926",2,38,3,2,0,1,0
"ENSP00000454926",3,34,3,3,0,0,0
"ENSP00000454926",4,28,5,4,0,1,0
"ENSP00000454963",1,116,48,30,1,15,2
"ENSP00000454963",2,106,50,35,0,14,1
"ENSP00000454963",3,105,50,32,0,17,1
"ENSP00000454963",4,99,45,23,1,20,1
"ENSP00000454963",5,54,18,10,1,6,1
"ENSP00000454963",6,35,8,6,1,1,0
"ENSP00000455068",1,89,10,5,0,4,1
"ENSP00000455068",2,66,38,19,1,17,1
"ENSP00000455068",3,53,20,14,0,6,0
"ENSP00000455068",4,43,2,2,0,0,0
"ENSP00000455068",5,42,12,6,0,5,1
"ENSP00000455114",1,120,46,34,0,11,1
"ENSP00000455114",2,92,38,27,0,11,0
"ENSP00000455114",3,82,38,29,2,7,0
"ENSP00000455114",4,78,34,23,0,11,0
"ENSP00000455114",5,63,24,14,1,8,1
"ENSP00000455114",6,54,19,14,0,4,1
"ENSP00000455114",7,51,12,11,0,1,0
"ENSP00000455258",1,28,14,6,0,6,2
"ENSP00000455258",2,25,9,6,0,3,0
"ENSP00000455313",1,69,18,8,0,8,2
"ENSP00000455313",2,55,24,10,0,13,1
"ENSP00000455313",3,50,18,12,0,6,0
"ENSP00000455313",4,30,8,3,0,5,0
"ENSP00000455313",5,27,9,7,0,2,0
"ENSP00000455313",6,12,4,3,0,1,0
"ENSP00000455356",1,50,14,10,0,4,0
"ENSP00000455356",2,38,14,7,0,7,0
"ENSP00000455356",3,37,18,11,0,6,1
"ENSP00000455356",4,26,7,6,0,1,0
"ENSP00000455356",5,24,8,5,0,3,0
"ENSP00000455356",6,24,11,7,0,4,0
"ENSP00000455385",1,86,14,9,0,4,1
"ENSP00000455385",2,71,11,6,0,5,0
"ENSP00000455385",3,50,5,3,1,1,0
"ENSP00000455385",4,16,5,2,1,2,0
"ENSP00000455444",1,50,8,4,1,2,1
"ENSP00000455444",2,44,5,4,0,1,0
"ENSP00000455444",3,38,0,0,0,0,0
"ENSP00000455444",4,35,3,2,0,1,0
"ENSP00000455469",1,106,16,6,5,3,2
"ENSP00000455469",2,59,7,2,1,3,1
"ENSP00000455469",3,40,3,2,1,0,0
"ENSP00000455547",1,103,50,30,0,19,1
"ENSP00000455547",2,72,38,24,0,14,0
"ENSP00000455547",3,63,23,18,1,4,0
"ENSP00000455547",4,54,29,15,1,11,2
"ENSP00000455547",5,30,16,9,0,7,0
"ENSP00000455547",6,29,12,6,0,6,0
"ENSP00000455547",7,25,5,5,0,0,0
"ENSP00000455561",1,72,31,13,1,16,1
"ENSP00000455561",2,29,12,6,0,6,0
"ENSP00000455561",3,26,15,5,1,9,0
"ENSP00000455561",4,25,7,2,0,5,0
"ENSP00000455643",1,87,25,16,0,9,0
"ENSP00000455643",2,42,16,9,0,7,0
"ENSP00000455643",3,31,13,9,1,3,0
"ENSP00000455643",4,19,9,9,0,0,0
"ENSP00000455659",1,71,41,23,1,17,0
"ENSP00000455659",2,22,9,7,0,2,0
"ENSP00000455791",1,95,43,30,1,12,0
"ENSP00000455791",2,30,8,5,0,2,1
"ENSP00000455811",1,116,12,5,2,3,2
"ENSP00000455811",2,22,5,3,0,1,1
"ENSP00000455813",1,87,22,15,2,5,0
"ENSP00000455813",2,46,12,4,2,6,0
"ENSP00000455813",3,37,4,2,1,0,1
"ENSP00000455813",4,31,13,6,0,6,1
"ENSP00000455813",5,30,10,6,0,4,0
"ENSP00000455813",6,26,9,3,0,6,0
"ENSP00000455813",7,25,1,0,0,1,0
"ENSP00000455813",8,24,0,0,0,0,0
"ENSP00000455813",9,24,8,5,0,3,0
"ENSP00000455813",10,22,3,1,0,2,0
"ENSP00000455813",11,20,0,0,0,0,0
"ENSP00000455813",12,20,6,4,0,2,0
"ENSP00000455813",13,19,7,6,0,1,0
"ENSP00000455813",14,15,8,6,0,2,0
"ENSP00000455813",15,15,2,1,0,1,0
"ENSP00000455813",16,15,3,3,0,0,0
"ENSP00000455813",17,14,3,2,0,1,0
"ENSP00000455813",18,14,3,3,0,0,0
"ENSP00000455948",1,41,8,5,0,1,2
"ENSP00000455948",2,24,6,4,1,1,0
"ENSP00000455948",3,20,2,2,0,0,0
"ENSP00000455948",4,19,2,2,0,0,0
"ENSP00000455948",5,17,2,2,0,0,0
"ENSP00000455948",6,15,1,0,0,1,0
"ENSP00000456218",1,74,38,24,0,12,2
"ENSP00000456218",2,67,26,16,3,7,0
"ENSP00000456218",3,61,22,14,1,6,1
"ENSP00000456218",4,59,23,15,0,8,0
"ENSP00000456218",5,55,22,11,1,10,0
"ENSP00000456218",6,43,18,10,0,7,1
"ENSP00000456218",7,36,13,8,1,4,0
"ENSP00000456218",8,35,19,14,1,4,0
"ENSP00000456218",9,29,13,10,0,3,0
"ENSP00000456218",10,27,5,4,0,1,0
"ENSP00000456218",11,26,14,10,0,4,0
"ENSP00000456218",12,22,10,5,0,4,1
"ENSP00000456477",1,165,65,43,3,18,1
"ENSP00000456477",2,90,18,12,0,6,0
"ENSP00000456477",3,32,17,14,0,3,0
"ENSP00000456566",1,76,33,18,2,13,0
"ENSP00000456566",2,66,33,14,2,14,3
"ENSP00000456566",3,52,21,12,0,9,0
"ENSP00000456566",4,51,23,14,2,6,1
"ENSP00000456568",1,227,90,61,1,27,1
"ENSP00000456568",2,75,23,16,0,7,0
"ENSP00000456568",3,54,7,4,0,3,0
"ENSP00000456568",4,44,8,4,0,4,0
"ENSP00000456594",1,239,29,12,3,10,4
"ENSP00000456594",2,55,7,4,0,3,0
"ENSP00000456743",1,96,55,29,0,26,0
"ENSP00000456743",2,89,52,20,0,28,4
"ENSP00000456743",3,70,33,16,0,17,0
"ENSP00000456743",4,69,32,13,1,16,2
"ENSP00000456743",5,55,32,14,1,14,3
"ENSP00000456743",6,52,27,13,1,11,2
"ENSP00000456743",7,49,23,12,0,11,0
"ENSP00000456743",8,46,26,16,0,10,0
"ENSP00000456743",9,45,23,15,0,7,1
"ENSP00000456743",10,27,11,5,0,6,0
"ENSP00000456743",11,18,5,2,0,3,0
"ENSP00000456834",1,260,0,0,0,0,0
"ENSP00000456834",2,41,2,1,0,0,1
"ENSP00000456908",1,94,68,49,2,16,1
"ENSP00000456908",2,93,49,31,2,15,1
"ENSP00000456908",3,54,17,9,2,6,0
"ENSP00000456908",4,52,38,24,1,11,2
"ENSP00000456908",5,48,38,18,3,16,1
"ENSP00000456908",6,45,28,18,1,7,2
"ENSP00000456908",7,44,27,22,0,5,0
"ENSP00000456908",8,44,33,18,4,8,3
"ENSP00000456908",9,26,18,10,0,7,1
"ENSP00000456908",10,24,20,9,0,10,1
"ENSP00000456908",11,24,14,9,0,5,0
"ENSP00000456908",12,24,3,0,1,2,0
"ENSP00000456908",13,14,2,1,0,1,0
"ENSP00000456927",1,140,19,10,3,5,1
"ENSP00000456927",2,90,0,0,0,0,0
"ENSP00000456927",3,85,17,8,5,4,0
"ENSP00000456927",4,68,2,1,0,1,0
"ENSP00000456927",5,68,0,0,0,0,0
"ENSP00000456927",6,65,0,0,0,0,0
"ENSP00000456927",7,46,0,0,0,0,0
"ENSP00000456927",8,40,0,0,0,0,0
"ENSP00000456927",9,30,2,2,0,0,0
"ENSP00000457180",1,128,68,44,2,20,2
"ENSP00000457180",2,109,42,27,3,10,2
"ENSP00000457180",3,100,51,29,2,17,3
"ENSP00000457180",4,85,41,25,0,13,3
"ENSP00000457258",1,71,26,16,1,8,1
"ENSP00000457258",2,67,25,17,0,8,0
"ENSP00000457258",3,59,24,15,0,7,2
"ENSP00000457258",4,59,25,20,0,5,0
"ENSP00000457258",5,48,18,11,0,7,0
"ENSP00000457258",6,33,13,8,0,5,0
"ENSP00000457258",7,26,9,2,0,6,1
"ENSP00000457258",8,24,12,7,0,4,1
"ENSP00000457258",9,23,14,7,3,3,1
"ENSP00000457258",10,22,10,6,0,4,0
"ENSP00000457258",11,22,7,5,0,1,1
"ENSP00000457258",12,21,4,3,0,1,0
"ENSP00000457258",13,20,8,4,0,4,0
"ENSP00000457258",14,18,5,3,0,2,0
"ENSP00000457258",15,15,7,6,0,1,0
"ENSP00000457258",16,14,7,5,0,1,1
"ENSP00000457718",1,122,50,34,0,16,0
"ENSP00000457718",2,42,24,17,0,7,0
"ENSP00000457780",1,67,6,3,1,2,0
"ENSP00000457780",2,33,1,0,0,1,0
"ENSP00000457780",3,21,3,2,1,0,0
"ENSP00000457780",4,17,2,2,0,0,0
"ENSP00000458101",1,390,165,106,3,52,4
"ENSP00000458101",2,310,114,74,4,33,3
"ENSP00000458101",3,92,32,20,0,11,1
"ENSP00000458101",4,88,26,16,0,9,1
"ENSP00000458350",1,108,44,26,2,15,1
"ENSP00000458350",2,93,48,31,3,13,1
"ENSP00000458350",3,47,17,12,1,3,1
"ENSP00000458350",4,44,16,8,1,6,1
"ENSP00000458537",1,178,85,51,3,31,0
"ENSP00000458537",2,56,29,20,1,7,1
"ENSP00000458537",3,30,17,8,1,7,1
"ENSP00000458791",1,83,25,17,0,8,0
"ENSP00000458791",2,60,26,16,0,10,0
"ENSP00000458791",3,58,21,10,0,11,0
"ENSP00000458791",4,49,22,12,0,9,1
"ENSP00000458791",5,48,16,11,1,4,0
"ENSP00000458791",6,31,11,8,0,3,0
"ENSP00000458791",7,24,6,5,0,1,0
"ENSP00000458954",1,436,184,122,1,60,1
"ENSP00000458954",2,305,131,90,4,34,3
"ENSP00000459028",1,282,25,15,1,8,1
"ENSP00000459028",2,30,0,0,0,0,0
"ENSP00000459566",1,166,70,50,1,16,3
"ENSP00000459566",2,66,23,15,0,7,1
"ENSP00000459566",3,64,22,16,0,6,0
"ENSP00000459955",1,37,18,14,0,4,0
"ENSP00000459955",2,21,6,2,0,4,0
"ENSP00000459955",3,20,5,3,0,2,0
"ENSP00000459955",4,19,8,7,0,1,0
"ENSP00000459955",5,18,1,1,0,0,0
"ENSP00000459955",6,18,10,6,1,3,0
"ENSP00000459955",7,12,8,6,1,1,0
"ENSP00000460437",1,30,12,10,0,2,0
"ENSP00000460437",2,29,13,7,1,4,1
"ENSP00000460437",3,28,11,7,0,4,0
"ENSP00000460437",4,28,3,3,0,0,0
"ENSP00000460437",5,24,7,3,1,2,1
"ENSP00000460437",6,24,10,8,0,0,2
"ENSP00000460437",7,21,9,3,1,5,0
"ENSP00000460437",8,19,1,0,1,0,0
"ENSP00000460437",9,16,8,6,0,2,0
"ENSP00000460976",1,428,99,45,4,45,5
"ENSP00000460976",2,95,26,11,2,12,1
"ENSP00000461098",1,170,80,57,2,18,3
"ENSP00000461098",2,54,23,15,2,5,1
"ENSP00000461144",1,290,129,54,0,72,3
"ENSP00000461144",2,92,29,10,0,17,2
"ENSP00000461144",3,73,38,22,0,16,0
"ENSP00000461144",4,51,14,7,0,6,1
"ENSP00000461144",5,47,23,9,0,14,0
"ENSP00000461382",1,450,157,84,0,69,4
"ENSP00000461382",2,64,24,14,0,8,2
"ENSP00000461382",3,32,17,11,0,6,0
"ENSP00000461382",4,27,14,9,0,5,0
"ENSP00000461388",1,162,87,55,0,28,4
"ENSP00000461388",2,65,37,23,0,13,1
"ENSP00000461688",1,83,15,4,0,11,0
"ENSP00000461688",2,69,20,4,0,16,0
"ENSP00000461688",3,34,14,8,0,5,1
"ENSP00000461945",1,157,31,20,0,11,0
"ENSP00000461945",2,38,16,13,0,3,0
"ENSP00000462309",1,42,17,10,0,7,0
"ENSP00000462309",2,41,17,13,0,4,0
"ENSP00000462309",3,35,18,13,0,5,0
"ENSP00000462309",4,31,12,8,1,3,0
"ENSP00000462309",5,28,18,11,0,7,0
"ENSP00000462309",6,27,15,9,2,3,1
"ENSP00000462309",7,24,12,5,1,5,1
"ENSP00000462309",8,22,11,5,1,5,0
"ENSP00000462309",9,21,9,5,1,3,0
"ENSP00000462309",10,19,9,7,0,2,0
"ENSP00000462309",11,15,6,4,1,1,0
"ENSP00000462799",1,91,34,25,0,7,2
"ENSP00000462799",2,44,18,12,1,4,1
"ENSP00000462799",3,15,6,3,1,2,0
"ENSP00000462835",1,175,78,54,3,20,1
"ENSP00000462835",2,37,16,10,0,6,0
"ENSP00000462878",1,280,63,39,1,22,1
"ENSP00000462878",2,65,17,5,0,12,0
"ENSP00000462878",3,64,18,8,0,10,0
"ENSP00000462878",4,29,3,3,0,0,0
"ENSP00000463042",1,102,17,2,0,15,0
"ENSP00000463042",2,100,17,3,0,14,0
"ENSP00000463042",3,51,5,2,0,3,0
"ENSP00000463411",1,156,69,40,2,27,0
"ENSP00000463411",2,113,53,31,1,20,1
"ENSP00000463411",3,87,44,28,0,15,1
"ENSP00000463411",4,77,34,19,2,12,1
"ENSP00000463424",1,62,31,24,0,6,1
"ENSP00000463424",2,39,20,9,1,10,0
"ENSP00000463424",3,38,20,14,0,6,0
"ENSP00000463424",4,37,16,13,0,3,0
"ENSP00000463424",5,35,19,12,0,6,1
"ENSP00000463424",6,35,10,8,0,2,0
